,Player,Position,age,Team,Games,Gstart,Minutes,Field-Per-Game,Field-Attempts,Field_Goal_Percentage,three_Point_Field_Goals_Per_Game,three_Point_Field_attemps_Goal_Percentage,three_Point_Field_Goal_Percentage,two_Point_Field_Goals_Per_Game,two_Point_Field_Goal_Attempts_Per_Game,two_Point_Field_Goal_Percentage,Effective_Field_Goal_Percentage,Free_Throws_Per_Game,Free_Throws_attemps_Per_Game,Free_Throws_Percentage,Offensive_Rebounds_Per_Game,Defensive_Rebounds_Per_Game,Total_Rebounds_Per_Game,Assists_Per_Game,Steals_Per_Game,Blocks_Per_Game,Turnovers_Per_Game,Personal_Fouls_Per_Game,Points_Per_Game,season
122,Erick Dampier,C,34,DAL,55,47,23.3,2.4,3.9,.624,0.0,0.1,.333,2.4,3.8,.629,.627,1.1,1.8,.604,2.3,4.9,7.3,0.6,0.3,1.4,1.1,2.8,6.0,21
123,Marquis Daniels,SF,29,BOS,51,4,18.4,2.4,4.9,.498,0.1,0.5,.214,2.3,4.3,.534,.510,0.7,1.1,.607,0.5,1.3,1.9,1.3,0.5,0.1,0.8,1.8,5.6,21
124,Baron Davis,PG,30,LAC,75,73,33.6,5.5,13.5,.406,1.1,3.9,.277,4.4,9.6,.459,.446,3.2,3.9,.821,0.7,2.9,3.5,8.0,1.7,0.6,2.8,2.8,15.3,21
125,Glen Davis,PF,24,BOS,54,1,17.3,2.3,5.2,.437,0.0,0.1,.000,2.3,5.1,.444,.437,1.8,2.6,.696,1.9,1.9,3.8,0.6,0.4,0.3,1.0,2.4,6.3,21
126,Paul Davis,PF,25,WAS,2,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,2.5,21
127,Ricky Davis,SF,30,LAC,36,2,13.9,1.7,4.0,.434,0.4,1.2,.381,1.3,2.8,.455,.490,0.5,0.9,.581,0.3,1.3,1.6,1.1,0.3,0.1,0.8,1.1,4.4,21
128,Austin Daye,SF,21,DET,69,4,13.3,2.0,4.3,.464,0.4,1.4,.305,1.6,2.9,.540,.514,0.7,0.8,.821,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.7,5.1,21
129,Carlos Delfino,SF,27,MIL,75,66,30.4,4.0,9.8,.408,1.8,4.9,.367,2.2,4.9,.450,.500,1.2,1.6,.782,0.7,4.6,5.3,2.7,1.1,0.3,1.6,1.8,11.0,21
130,Luol Deng,SF,24,CHI,70,69,37.9,6.8,14.5,.466,0.5,1.2,.386,6.3,13.3,.474,.482,3.6,4.7,.764,1.9,5.4,7.3,2.0,0.9,0.9,1.9,1.8,17.6,21
131,DeMar DeRozan,SG,20,TOR,77,65,21.6,3.3,6.6,.498,0.1,0.2,.250,3.3,6.4,.506,.502,1.9,2.5,.763,0.9,2.0,2.9,0.7,0.6,0.2,0.8,2.3,8.6,21
132,Boris Diaw,PF,27,CHA,82,82,35.4,4.5,9.4,.483,0.8,2.5,.320,3.7,6.9,.541,.525,1.4,1.8,.769,1.6,3.6,5.2,4.0,0.7,0.7,2.2,2.7,11.3,21
133,Yakhouba Diawara,SG,27,MIA,6,2,7.3,0.3,1.7,.200,0.2,1.0,.167,0.2,0.7,.250,.250,0.0,0.0,,0.2,0.5,0.7,0.5,0.2,0.0,0.5,1.3,0.8,21
134,Travis Diener,PG,27,TOT,9,0,5.7,0.2,1.1,.200,0.1,0.8,.143,0.1,0.3,.333,.250,0.1,0.4,.250,0.0,0.3,0.3,0.9,0.4,0.0,0.0,0.2,0.7,21
135,Travis Diener,PG,27,IND,4,0,6.3,0.3,1.5,.167,0.3,1.3,.200,0.0,0.3,.000,.250,0.0,0.5,.000,0.0,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.8,21
136,Travis Diener,PG,27,POR,5,0,5.2,0.2,0.8,.250,0.0,0.4,.000,0.2,0.4,.500,.250,0.2,0.4,.500,0.0,0.2,0.2,0.8,0.2,0.0,0.0,0.2,0.6,21
137,DeSagana Diop,C,28,CHA,27,0,9.7,0.6,1.1,.517,0.0,0.0,,0.6,1.1,.517,.517,0.1,0.3,.222,0.9,1.5,2.4,0.2,0.2,0.5,0.4,1.1,1.2,21
138,Keyon Dooling,PG,29,NJN,53,8,18.3,2.4,6.1,.398,1.1,3.0,.376,1.3,3.2,.419,.489,0.9,1.2,.770,0.2,0.9,1.0,2.5,0.6,0.0,1.1,1.5,6.9,21
139,Joey Dorsey,PF,26,TOT,15,0,7.1,0.6,1.3,.450,0.0,0.0,,0.6,1.3,.450,.450,0.3,0.8,.417,1.1,1.8,2.9,0.1,0.2,0.1,0.4,1.4,1.5,21
140,Joey Dorsey,PF,26,HOU,7,0,7.7,0.7,1.6,.455,0.0,0.0,,0.7,1.6,.455,.455,0.1,0.3,.500,1.6,2.0,3.6,0.3,0.3,0.1,0.6,1.7,1.6,21
141,Joey Dorsey,PF,26,SAC,8,0,6.5,0.5,1.1,.444,0.0,0.0,,0.5,1.1,.444,.444,0.5,1.3,.400,0.6,1.6,2.3,0.0,0.1,0.1,0.3,1.1,1.5,21
142,Toney Douglas,PG,23,NYK,56,12,19.4,3.2,7.0,.458,1.2,3.1,.389,2.0,3.9,.514,.545,1.0,1.2,.809,0.7,1.2,1.9,2.0,0.8,0.1,1.0,2.1,8.6,21
143,Chris Douglas-Roberts,SF,23,NJN,67,38,25.8,3.8,8.6,.445,0.2,0.8,.259,3.6,7.7,.464,.457,2.0,2.3,.847,0.7,2.3,3.0,1.4,0.8,0.3,1.4,1.5,9.8,21
144,Goran Dragić,PG,23,PHO,80,2,18.0,2.8,6.1,.452,0.9,2.4,.394,1.9,3.8,.488,.527,1.5,2.0,.736,0.5,1.7,2.1,3.0,0.6,0.1,1.6,1.6,7.9,21
145,Jared Dudley,SF,24,PHO,82,1,24.3,2.7,6.0,.459,1.5,3.2,.458,1.3,2.8,.461,.582,1.3,1.7,.754,1.2,2.2,3.4,1.4,1.0,0.2,0.8,2.0,8.2,21
146,Chris Duhon,PG,27,NYK,67,59,30.9,2.5,6.7,.373,1.3,3.9,.349,1.2,2.9,.404,.472,1.0,1.4,.716,0.4,2.2,2.7,5.6,0.9,0.0,1.6,1.2,7.4,21
147,Tim Duncan*,C,33,SAS,78,77,31.3,7.2,13.9,.518,0.0,0.1,.182,7.2,13.7,.522,.519,3.5,4.8,.725,2.8,7.3,10.1,3.2,0.6,1.5,1.8,1.9,17.9,21
148,Mike Dunleavy,SF,29,IND,67,15,22.2,3.4,8.3,.410,1.1,3.5,.318,2.3,4.8,.478,.478,2.0,2.4,.842,0.4,3.1,3.5,1.5,0.6,0.2,1.1,1.6,9.9,21
149,Kevin Durant,SF,21,OKC,82,82,39.5,9.7,20.3,.476,1.6,4.3,.365,8.1,16.1,.506,.514,9.2,10.2,.900,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,21
150,Wayne Ellington,SG,22,MIN,76,1,18.2,2.5,5.9,.424,0.8,2.1,.395,1.7,3.8,.441,.496,0.8,0.9,.871,0.4,1.7,2.1,1.0,0.3,0.1,1.0,0.9,6.6,21
151,Monta Ellis,SG,24,GSW,64,64,41.4,9.9,22.0,.449,1.2,3.6,.338,8.7,18.4,.470,.476,4.6,6.1,.753,0.7,3.3,4.0,5.3,2.2,0.4,3.8,3.0,25.5,21
152,Francisco Elson,C,33,TOT,12,0,5.5,0.4,1.3,.333,0.0,0.0,,0.4,1.3,.333,.333,0.2,0.4,.400,0.5,0.7,1.2,0.2,0.1,0.0,0.1,0.6,1.0,21
153,Francisco Elson,C,33,MIL,11,0,5.6,0.4,1.2,.308,0.0,0.0,,0.4,1.2,.308,.308,0.2,0.2,1.000,0.5,0.7,1.2,0.2,0.1,0.0,0.1,0.6,0.9,21
154,Francisco Elson,C,33,PHI,1,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,3.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21
155,Maurice Evans,SF,31,ATL,79,5,16.7,2.2,5.0,.445,0.7,2.1,.337,1.5,2.8,.527,.518,0.6,0.8,.754,0.7,1.2,1.9,0.6,0.4,0.2,0.3,1.6,5.7,21
156,Reggie Evans,PF,29,TOR,28,1,11.1,1.2,2.5,.493,0.0,0.0,,1.2,2.5,.493,.493,1.0,2.1,.450,1.1,2.7,3.8,0.3,0.5,0.1,0.8,1.6,3.4,21
157,Tyreke Evans,SG,20,SAC,72,72,37.2,7.4,16.2,.458,0.5,2.0,.255,6.9,14.2,.485,.473,4.8,6.5,.748,0.9,4.4,5.3,5.8,1.5,0.4,3.0,2.8,20.1,21
158,Jordan Farmar,PG,23,LAL,82,0,18.0,2.7,6.3,.435,1.0,2.8,.376,1.7,3.5,.483,.518,0.7,1.0,.671,0.2,1.4,1.6,1.5,0.6,0.1,0.9,1.3,7.2,21
159,Raymond Felton,PG,25,CHA,80,80,33.0,4.9,10.6,.459,0.8,2.0,.385,4.1,8.6,.475,.494,1.7,2.2,.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,2.2,12.1,21
160,Rudy Fernández,SG,24,POR,62,2,23.2,2.6,6.8,.378,1.6,4.3,.368,1.0,2.5,.395,.494,1.4,1.6,.867,0.6,2.1,2.6,2.0,1.0,0.2,1.2,1.4,8.1,21
161,Kyrylo Fesenko,C,23,UTA,49,5,8.3,1.1,1.9,.547,0.0,0.0,.000,1.1,1.9,.553,.547,0.5,1.2,.421,0.7,1.2,1.8,0.3,0.1,0.4,0.5,1.6,2.6,21
162,Michael Finley,SF,36,TOT,46,7,15.4,1.8,4.0,.440,0.7,1.8,.390,1.1,2.2,.480,.527,0.2,0.3,.533,0.1,1.4,1.5,0.9,0.2,0.1,0.5,0.7,4.4,21
163,Michael Finley,SF,36,SAS,25,6,15.8,1.5,3.9,.381,0.5,1.6,.317,1.0,2.2,.429,.448,0.2,0.4,.667,0.2,1.3,1.5,0.8,0.2,0.2,0.5,0.5,3.7,21
164,Michael Finley,SF,36,BOS,21,1,15.0,2.1,4.1,.506,0.9,2.0,.463,1.2,2.2,.543,.615,0.1,0.3,.333,0.0,1.5,1.6,1.1,0.2,0.1,0.4,1.0,5.2,21
165,Derek Fisher,PG,35,LAL,82,82,27.2,2.6,6.8,.380,1.0,2.7,.348,1.6,4.1,.401,.450,1.4,1.6,.856,0.3,1.8,2.1,2.5,1.1,0.1,1.0,2.5,7.5,21
166,Jonny Flynn,PG,20,MIN,81,81,28.9,4.9,11.8,.417,1.0,2.7,.358,4.0,9.1,.434,.457,2.8,3.3,.826,0.3,2.1,2.4,4.4,1.0,0.0,2.9,1.2,13.5,21
167,T.J. Ford,PG,26,IND,47,32,25.3,4.0,8.9,.445,0.2,1.1,.160,3.8,7.8,.484,.455,2.2,2.9,.770,0.9,2.3,3.2,3.8,0.9,0.2,1.9,2.2,10.3,21
168,Jeff Foster,C,33,IND,16,3,15.9,1.4,2.9,.478,0.0,0.1,.000,1.4,2.8,.489,.478,0.3,0.6,.556,2.1,2.9,5.1,1.3,0.2,0.3,0.9,2.8,3.1,21
169,Randy Foye,PG,26,WAS,70,38,23.8,3.7,8.8,.414,0.9,2.6,.346,2.8,6.2,.442,.464,1.8,2.1,.890,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1,21
170,Channing Frye,C,26,PHO,81,41,27.0,3.9,8.7,.451,2.1,4.8,.439,1.8,3.8,.466,.573,1.2,1.5,.810,0.8,4.5,5.3,1.4,0.8,0.9,0.9,3.2,11.2,21
171,Dan Gadzuric,C,31,MIL,32,6,9.8,1.2,2.8,.438,0.0,0.0,,1.2,2.8,.438,.438,0.3,0.8,.400,1.2,1.7,2.9,0.4,0.3,0.4,0.5,2.0,2.8,21
172,Sundiata Gaines,PG,23,UTA,32,0,6.8,1.2,2.6,.463,0.2,0.8,.269,1.0,1.8,.554,.506,0.7,1.4,.500,0.2,0.7,0.9,1.2,0.4,0.0,0.4,0.5,3.3,21
173,Danilo Gallinari,SF,21,NYK,81,74,33.9,4.8,11.4,.423,2.3,6.0,.381,2.5,5.4,.469,.523,3.1,3.8,.818,0.8,4.1,4.9,1.7,0.9,0.7,1.4,2.4,15.1,21
174,Francisco García,SG,28,SAC,25,4,23.0,3.3,7.0,.466,0.9,2.4,.390,2.4,4.7,.504,.531,0.6,0.7,.882,0.4,2.2,2.6,1.8,0.4,0.8,0.8,2.0,8.1,21
175,Kevin Garnett*,PF,33,BOS,69,69,29.9,5.8,11.2,.521,0.0,0.1,.200,5.8,11.1,.523,.521,2.7,3.2,.837,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3,21
176,Marc Gasol,C,25,MEM,69,69,35.8,5.5,9.4,.581,0.0,0.0,.000,5.5,9.4,.582,.581,3.7,5.4,.670,3.0,6.3,9.3,2.4,1.0,1.6,2.0,3.7,14.6,21
177,Pau Gasol,C,29,LAL,65,65,37.0,7.0,13.0,.536,0.0,0.1,.000,7.0,12.9,.539,.536,4.4,5.6,.790,3.7,7.6,11.3,3.4,0.6,1.7,2.2,2.3,18.3,21
178,Rudy Gay,SF,23,MEM,80,80,39.7,7.5,16.1,.466,0.8,2.5,.327,6.7,13.6,.492,.491,3.8,5.0,.753,1.4,4.5,5.9,1.9,1.5,0.8,2.1,2.5,19.6,21
179,Alonzo Gee,SG,22,WAS,11,2,16.5,2.5,5.4,.475,0.6,0.8,.778,1.9,4.5,.420,.534,1.6,2.6,.621,1.4,1.6,3.0,0.6,0.6,0.1,0.9,1.2,7.4,21
180,Devean George,SF,32,GSW,45,4,16.9,2.0,4.6,.432,1.1,2.7,.390,0.9,1.8,.494,.549,0.4,0.5,.696,0.5,2.1,2.5,0.7,0.9,0.2,0.3,2.0,5.4,21
181,Daniel Gibson,PG,23,CLE,56,10,19.1,2.2,4.8,.466,1.3,2.7,.477,1.0,2.1,.454,.599,0.6,0.9,.694,0.2,1.1,1.3,1.3,0.4,0.1,0.6,1.4,6.3,21
182,Taj Gibson,PF,24,CHI,82,70,26.9,3.8,7.7,.494,0.0,0.0,,3.8,7.7,.494,.494,1.4,2.1,.646,2.8,4.7,7.5,0.9,0.6,1.3,1.4,3.4,9.0,21
183,J.R. Giddens,SF,24,TOT,32,1,7.5,0.9,1.9,.467,0.0,0.3,.000,0.9,1.6,.560,.467,0.4,0.7,.565,0.5,1.1,1.6,0.4,0.3,0.1,0.5,0.9,2.2,21
184,J.R. Giddens,SF,24,BOS,21,1,4.7,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.474,.429,0.3,0.6,.500,0.2,0.8,1.0,0.3,0.2,0.0,0.3,0.5,1.1,21
185,J.R. Giddens,SF,24,NYK,11,0,12.7,1.7,3.5,.487,0.0,0.7,.000,1.7,2.8,.613,.487,0.6,1.0,.636,1.1,1.7,2.8,0.6,0.5,0.1,0.9,1.7,4.1,21
186,Trey Gilder,SF,25,MEM,2,0,2.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,21
187,Manu Ginóbili,SG,32,SAS,75,21,28.7,5.3,12.0,.441,1.8,4.7,.377,3.5,7.4,.481,.514,4.1,4.7,.870,0.9,2.9,3.8,4.9,1.4,0.3,2.1,2.1,16.5,21
188,Ryan Gomes,SF,27,MIN,76,64,29.1,4.3,9.6,.447,1.0,2.6,.372,3.3,7.0,.475,.497,1.4,1.7,.825,1.0,3.6,4.6,1.6,0.8,0.2,1.3,2.0,10.9,21
189,Drew Gooden,C-PF,28,TOT,70,33,25.1,4.1,8.6,.478,0.0,0.1,.125,4.1,8.5,.483,.479,2.7,3.1,.861,3.0,4.8,7.7,0.7,0.6,0.8,1.5,2.8,10.9,21
190,Drew Gooden,C,28,DAL,46,11,22.4,3.4,7.3,.467,0.0,0.1,.167,3.4,7.2,.473,.469,2.0,2.5,.809,2.7,4.2,6.9,0.6,0.6,1.1,1.2,2.8,8.9,21
191,Drew Gooden,PF,28,LAC,24,22,30.2,5.5,11.1,.492,0.0,0.1,.000,5.5,11.0,.496,.492,3.9,4.2,.921,3.5,5.9,9.4,0.9,0.6,0.3,2.2,2.7,14.8,21
192,Ben Gordon,SG,26,DET,62,17,27.9,4.7,11.3,.416,1.2,3.8,.321,3.5,7.5,.465,.470,3.2,3.7,.861,0.4,1.5,1.9,2.7,0.8,0.1,1.9,2.4,13.8,21
193,Eric Gordon,SG,21,LAC,62,60,36.0,5.7,12.6,.449,1.9,5.2,.371,3.8,7.5,.503,.525,3.6,4.8,.742,0.4,2.2,2.6,3.0,1.1,0.2,2.3,1.5,16.9,21
194,Marcin Gortat,C,25,ORL,81,0,13.4,1.5,2.8,.533,0.0,0.0,.000,1.5,2.8,.540,.533,0.6,0.9,.680,1.3,2.9,4.2,0.2,0.2,0.9,0.6,1.7,3.6,21
195,Joey Graham,SF,27,DEN,63,18,12.0,1.7,3.2,.520,0.0,0.2,.154,1.6,3.0,.545,.525,0.9,1.2,.740,0.6,1.3,2.0,0.3,0.4,0.1,0.7,1.7,4.2,21
196,Stephen Graham,SG,27,CHA,70,8,11.5,1.7,3.4,.496,0.2,0.7,.320,1.5,2.7,.542,.529,0.6,0.9,.646,0.3,1.6,1.9,0.3,0.3,0.1,0.5,1.3,4.2,21
197,Danny Granger,SF,26,IND,62,62,36.7,7.9,18.4,.428,2.5,7.1,.361,5.3,11.3,.471,.498,5.9,6.9,.848,1.1,4.4,5.5,2.8,1.5,0.8,2.5,3.0,24.1,21
198,Aaron Gray,C,25,TOT,32,0,9.7,1.3,2.6,.512,0.0,0.0,,1.3,2.6,.512,.512,0.6,0.9,.714,1.4,1.9,3.3,0.7,0.3,0.3,0.6,1.7,3.3,21
199,Aaron Gray,C,25,CHI,8,0,6.3,1.0,2.6,.381,0.0,0.0,,1.0,2.6,.381,.381,0.3,0.9,.286,0.6,1.4,2.0,0.3,0.0,0.0,0.1,1.3,2.3,21
200,Aaron Gray,C,25,NOH,24,0,10.9,1.4,2.5,.557,0.0,0.0,,1.4,2.5,.557,.557,0.8,0.9,.857,1.7,2.1,3.8,0.8,0.4,0.5,0.7,1.8,3.6,21
201,Danny Green,SG,22,CLE,20,0,5.8,0.8,2.0,.385,0.3,1.1,.273,0.5,0.9,.529,.462,0.2,0.3,.667,0.4,0.5,0.9,0.3,0.3,0.2,0.3,0.5,2.0,21
202,Jeff Green,PF,23,OKC,82,82,37.1,5.9,13.0,.453,1.3,3.8,.333,4.6,9.2,.503,.502,2.0,2.7,.740,1.4,4.6,6.0,1.6,1.3,0.9,1.6,2.7,15.1,21
203,Willie Green,SG,28,PHI,73,18,21.3,3.4,7.4,.457,0.6,1.9,.346,2.8,5.6,.494,.500,1.3,1.6,.833,0.3,1.5,1.8,2.1,0.4,0.2,0.9,1.8,8.7,21
204,Donté Greene,SF,21,SAC,76,50,21.4,3.2,7.3,.441,0.9,2.4,.377,2.3,4.9,.473,.504,1.2,1.8,.643,0.7,2.4,3.1,0.9,0.5,0.7,1.2,2.0,8.5,21
205,Taylor Griffin,SF,23,PHO,8,0,4.0,0.5,1.3,.400,0.0,0.3,.000,0.5,1.0,.500,.400,0.3,0.5,.500,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3,21
206,Hamed Haddadi,C,24,MEM,36,0,6.7,0.7,1.7,.387,0.0,0.1,.000,0.7,1.6,.407,.387,0.4,0.5,.737,0.7,1.4,2.1,0.3,0.0,0.4,0.6,1.6,1.7,21
207,Malik Hairston,SG,22,SAS,47,0,6.7,0.9,1.6,.526,0.0,0.2,.182,0.8,1.4,.585,.539,0.4,0.6,.567,0.3,0.8,1.0,0.3,0.1,0.2,0.2,0.6,2.1,21
208,Marcus Haislip,SF,29,SAS,10,0,4.4,1.0,2.1,.476,0.3,0.5,.600,0.7,1.6,.438,.548,0.2,0.5,.400,0.4,0.6,1.0,0.0,0.0,0.2,0.3,0.5,2.5,21
209,Richard Hamilton,SG,31,DET,46,46,33.7,6.4,15.6,.409,0.9,3.0,.297,5.5,12.6,.435,.437,4.4,5.2,.846,0.7,2.0,2.7,4.4,0.7,0.1,2.5,2.5,18.1,21
210,Tyler Hansbrough,PF,24,IND,29,1,17.6,2.8,7.8,.360,0.0,0.1,.000,2.8,7.6,.367,.360,2.9,3.9,.743,2.1,2.7,4.8,1.0,0.6,0.3,0.7,2.4,8.5,21
211,James Harden,SG,20,OKC,76,0,22.9,3.1,7.6,.403,1.2,3.3,.375,1.8,4.3,.424,.484,2.6,3.2,.808,0.6,2.6,3.2,1.8,1.1,0.3,1.4,2.6,9.9,21
212,Al Harrington,PF,29,NYK,72,15,30.5,6.2,14.3,.435,1.9,5.7,.342,4.3,8.6,.496,.503,3.3,4.4,.757,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,17.7,21
213,Devin Harris,PG,26,NJN,64,61,34.7,5.6,13.8,.403,0.9,3.4,.276,4.6,10.4,.444,.437,4.8,6.0,.798,0.4,2.8,3.2,6.6,1.2,0.3,2.8,2.8,16.9,21
214,Mike Harris,PF,26,TOT,13,0,7.4,0.8,2.3,.367,0.0,0.1,.000,0.8,2.2,.379,.367,0.5,0.8,.636,0.8,1.1,1.8,0.2,0.4,0.1,0.7,1.1,2.2,21
215,Mike Harris,PF,26,HOU,8,0,10.3,1.3,3.4,.370,0.0,0.1,.000,1.3,3.3,.385,.370,0.6,1.1,.556,1.1,1.4,2.5,0.4,0.5,0.1,1.1,1.3,3.1,21
216,Mike Harris,PF,26,WAS,5,0,2.8,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.4,0.4,1.000,0.2,0.6,0.8,0.0,0.2,0.0,0.0,0.8,0.8,21
217,Jason Hart,PG,31,TOT,5,0,4.4,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,.500,0.0,0.0,,0.0,0.4,0.4,1.2,0.4,0.2,0.6,0.8,0.4,21
218,Jason Hart,PG,31,MIN,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21
219,Jason Hart,PG,31,NOH,4,0,4.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,1.3,0.3,0.3,0.8,1.0,0.5,21
220,Udonis Haslem,PF,29,MIA,78,0,27.9,4.0,8.1,.494,0.0,0.0,,4.0,8.1,.494,.494,1.9,2.5,.762,2.1,5.9,8.1,0.7,0.4,0.3,1.0,2.2,9.9,21
221,Trenton Hassell,SF,30,NJN,52,31,21.3,1.7,4.2,.411,0.0,0.1,.000,1.7,4.1,.421,.411,1.0,1.3,.754,1.1,1.8,2.9,1.0,0.3,0.2,0.9,1.8,4.5,21
222,Spencer Hawes,C,21,SAC,72,59,26.4,4.3,9.3,.468,0.4,1.2,.299,4.0,8.0,.494,.488,1.0,1.5,.689,2.0,4.0,6.1,2.2,0.4,1.2,1.8,2.8,10.0,21
223,Chuck Hayes,C,26,HOU,82,82,21.6,2.0,4.0,.489,0.0,0.0,,2.0,4.0,.489,.489,0.4,0.8,.545,1.8,3.8,5.7,1.7,0.9,0.5,0.9,2.7,4.4,21
224,Jarvis Hayes,SF,28,NJN,45,19,23.0,3.1,7.3,.421,1.3,4.0,.335,1.7,3.3,.523,.512,0.3,0.4,.778,0.2,2.2,2.4,0.9,0.6,0.2,0.6,2.0,7.8,21
225,Brendan Haywood,C,30,TOT,77,67,30.6,3.6,6.4,.562,0.0,0.0,.000,3.6,6.4,.563,.562,2.0,3.2,.620,3.6,5.7,9.3,0.6,0.3,2.1,1.3,2.7,9.1,21
226,Brendan Haywood,C,30,WAS,49,48,32.9,3.8,6.8,.561,0.0,0.0,,3.8,6.8,.561,.561,2.1,3.2,.646,4.1,6.3,10.3,0.4,0.4,2.1,1.4,3.0,9.8,21
227,Brendan Haywood,C,30,DAL,28,19,26.5,3.1,5.6,.564,0.0,0.0,.000,3.1,5.5,.568,.564,1.8,3.1,.575,2.8,4.6,7.4,0.9,0.3,2.0,1.1,2.3,8.1,21
228,Luther Head,SG,27,IND,47,10,17.3,2.9,6.6,.437,0.8,2.2,.352,2.1,4.4,.481,.497,1.0,1.2,.828,0.1,1.6,1.7,1.5,0.4,0.2,1.1,1.1,7.6,21
229,Gerald Henderson,SG,22,CHA,43,0,8.3,0.9,2.4,.356,0.1,0.4,.211,0.8,2.0,.388,.375,0.8,1.1,.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,21
230,Roy Hibbert,C,23,IND,81,69,25.1,4.8,9.7,.495,0.0,0.1,.500,4.7,9.6,.495,.497,2.1,2.8,.754,2.2,3.5,5.7,2.0,0.4,1.6,1.8,3.5,11.7,21
231,J.J. Hickson,PF,21,CLE,81,73,20.9,3.6,6.4,.554,0.0,0.0,.000,3.6,6.4,.555,.554,1.4,2.0,.681,1.4,3.6,4.9,0.5,0.4,0.5,1.1,1.6,8.5,21
232,Nenê,C,27,DEN,82,82,33.6,5.1,8.7,.587,0.0,0.0,.000,5.1,8.7,.589,.587,3.6,5.1,.704,2.0,5.6,7.6,2.5,1.4,1.0,1.5,3.4,13.8,21
233,George Hill,PG,23,SAS,78,43,29.2,4.5,9.5,.478,1.0,2.4,.399,3.6,7.1,.505,.529,2.3,3.0,.772,0.5,2.1,2.6,2.9,0.9,0.3,1.3,2.8,12.4,21
234,Grant Hill*,SF,37,PHO,81,81,30.0,4.1,8.7,.478,0.4,1.0,.438,3.7,7.7,.483,.503,2.5,3.1,.817,0.9,4.6,5.5,2.4,0.7,0.4,1.3,2.0,11.3,21
235,Jordan Hill,PF,22,TOT,47,0,13.3,2.1,4.3,.493,0.0,0.0,.000,2.1,4.2,.497,.493,1.0,1.4,.676,1.6,2.1,3.7,0.4,0.3,0.4,0.6,2.0,5.2,21
236,Jordan Hill,PF,22,NYK,24,0,10.5,1.7,3.8,.446,0.0,0.1,.000,1.7,3.8,.456,.446,0.6,0.9,.714,1.3,1.2,2.5,0.3,0.4,0.4,0.5,1.5,4.0,21
237,Jordan Hill,PF,22,HOU,23,0,16.2,2.5,4.7,.532,0.0,0.0,,2.5,4.7,.532,.532,1.3,2.0,.660,1.9,3.0,5.0,0.6,0.2,0.5,0.8,2.4,6.4,21
238,Kirk Hinrich,SG,29,CHI,74,53,33.5,4.2,10.2,.409,1.4,3.8,.371,2.8,6.4,.431,.478,1.1,1.5,.752,0.3,3.2,3.5,4.5,1.1,0.3,1.5,2.8,10.9,21
239,Jrue Holiday,PG,19,PHI,73,51,24.2,3.2,7.1,.442,0.8,2.2,.390,2.3,4.9,.465,.502,0.9,1.2,.756,0.8,1.8,2.6,3.8,1.1,0.2,2.1,2.1,8.0,21
240,Ryan Hollins,C,25,MIN,73,27,16.8,2.3,4.2,.558,0.0,0.0,.000,2.3,4.1,.560,.558,1.5,2.2,.690,1.1,1.8,2.8,0.7,0.3,0.5,1.3,2.7,6.1,21
241,Al Horford,C,23,ATL,81,81,35.1,5.8,10.5,.551,0.0,0.0,1.000,5.8,10.4,.551,.552,2.6,3.3,.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2,21
242,Eddie House,PG-SG,31,TOT,68,0,17.9,2.5,6.7,.380,1.2,3.3,.348,1.4,3.4,.412,.467,0.7,0.8,.923,0.2,1.4,1.6,1.3,0.6,0.1,0.7,1.2,7.0,21
243,Eddie House,PG,31,BOS,50,0,16.9,2.6,6.4,.401,1.3,3.3,.383,1.3,3.1,.419,.500,0.7,0.8,.900,0.1,1.2,1.4,1.0,0.6,0.1,0.5,1.2,7.2,21
